city,count
ANNONA,1
CUTLER,12
EARTH,1
FALLS,5
COLUMBIA CROSS ROADS,2
LAKEWOOD FOREST,1
CLEAR LK SHRS,1
DOWLING,4
MILL VALLEY,169
SEARSPORT,3
KEOSAUQUA,4
LINCROFT,43
LAKE RIDGE,6
OLYMPIA,335
LE CENTER,8
CENTER ISLAND,1
TEWKSBURY,41
PRINCETON JCT,12
BEAVERDALE,4
OLYMPIC,1
ANCHOR POINT,5
VEGA,3
PARKSTON,2
PELION,18
BELLEROSE MANOR,2
SAUTEE NACOOCHEE,7
EASTON,339
CENTRAL BRG,1
LEWIS,7
POTTER VALLEY,8
BLUE GRASS,8
DICKEYVILLE,1
MIDWEST CITY,122
WHITE SETTLEMENT,42
FALKVILLE,11
HIGHGATE CENTER,3
CROSS,14
OGDEN DUNES,2
SILVETHORNE,1
BINGHAM CANYON,1
MOORINGSPORT,4
TELLICO PLNS,3
OAK BEACH,2
GLENELG,3
BROOTEN,5
WARRENSVILLE,1
EDGAR SPRINGS,1
SAINT IGNACE,9
DUNMORE,32
WATSONVILLE,206
ANNANDALE,172
WILLOW GROVE,62
LA PINE,54
DONALDSONVLLE,4
POINT AUX PIN,1
WELLSVILLE,90
TREVETT,2
KILL DEVIL HILLS,35
ROSAMOND,82
WARDSVILLE,9
MILPITAS,269
WILLINGTON,15
JENKINS,8
PEARLAND,710
SEMINARY,6
MERTZON,6
TORNADO,1
RAYVILLE,26
MUNSON,1
E MILLSBORO,1
NORTH BALTIMORE,9
SIXES,1
CLEMENTSVILLE,1
GUERNEVILLE,42
MIDDLE POINT,5
JOSEPH,12
SHOREACRES,4
ALBURTIS,12
TRACYS LANDING,2
BUFFALO CREEK,2
LAWNSIDE,5
TOTOWA,28
RIVESVILLE,3
EAST ROCHESTER,13
EARLYSVILLE,18
CRIMORA,9
HALETHORPE,67
KEMP,41
STRANG,1
WYNOT,3
FILLMORE,82
WHITE BEAR TP,2
WHATLEY,2
SUN RIVER TERRACE,1
WYALUSING,5
PALISADES PARK,26
BURLINGON,1
LUNENBURG,22
UPPER GWYNEDD,3
WAPPINGERS FL,19
ALEX CITY,16
KELL,2
OGLESBY,13
LA HONDA,13
HARPERS FERRY,26
PARK RAPIDS,20
KENT,395
LINTHICUM HEIGHTS,19
MERRILLAN,3
WARR ACRES,22
BONNOTS MILL,7
WYNNE,31
IRONDEQUOIT,15
MELBOURNE BEACH,127
KANKAKEE,87
FORESTVILLE,42
MASURY,13
RIESEL,7
PECONIC,1
NORTH HUDSON,2
CUB RUN,6
DALTON,212
LITCHVILLE,1
ROSE HILL ACRES,1
WEST VIEW,3
CHILTON,15
ISOLA,1
WEVERTOWN,1
SEATTLE,1920
KENO,1
SOUTH PORTSMOUTH,2
NORWOOD YOUNG AMERICA,5
COPEMISH,2
LORETTA,2
NORMANTOWN,1
HAYSVILLE,49
TAYLOR MILL,16
GOOD HOPE,16
LORIS,60
CLINTON TWP,72
CORCORAN,53
CONNEAUT LAKE,11
LONG ISLAND,2
KOOSHAREM,1
SOUTH RIVER,28
LORETTO,29
SUFFIELD,34
OLMOS PARK,1
ELTON,6
MONTE RIO,13
SAN ANSELMO,65
OURAY,4
SPICKARD,3
MILL CREEK,63
SAINT MARTINVILLE,33
BARNHART,46
GEORGE AFB,1
HOOLEHUA,1
LONGMEADOW,30
FALL CREEK,4
PLEASANT PRAIRIE,39
HOT SPRINGS NATIONAL PAR,1
HARWOOD,10
STURTEVANT,15
ST FRANCISVLE,11
GLEN FLORA,2
MOUNT DESERT,3
RIDGEFIELD PK,2
POCONO SUMMIT,11
EATON,94
KNOTTS ISLAND,1
PEACHTREE CITY,108
MECHANICSVLLE,44
METAMORA,47
FORT HUNTER,1
SUMNER,53
BAUXITE,12
MILLIKEN,30
DRASCO,6
DEPOSIT,8
GRAND RIDGE,20
NEW WASHINGTN,1
GOLDSMITH,3
STACYVILLE,2
MUIR BEACH,1
SWEA CITY,1
BRADLEYVILLE,3
JENNINGS,56
CERRILLOS,4
DIVERNON,1
44135,1
DIXONS MILLS,2
HURSTBOURNE,1
COMSTOCK,5
BALLARDSVILLE,1
WHITE BEAR LAKE,84
COFFEY,2
GALATIA,8
PARKS,5
KIRTLAND HILLS,1
AMESVILLE,5
REYONLDS STATION,1
CHAMPAIGN,206
VERA,1
1231231,1
LEE VINING,1
PULASKI,105
VALLONIA,5
RANCHO SANTA FE,64
GREEN BROOK,25
NAPOLEONVILLE,21
EASTAMPTON,16
FRENCH CREEK,4
DEMOSSVILLE,2
STRAWN,4
LE RAYSVILLE,3
CHARLOTTE COURT HOUSE,1
PARMA,212
SELAH,51
EAST FISHKILL,2
REBECCA,2
PALO CEDRO,31
COBBTOWN,6
MASCOTTE,44
WESTERN SPRGS,16
NEW YORK,2553
ST CHARLES,90
CHENANGO FKS,2
CRIVITZ,10
DRY BRANCH,4
WHITE BEAR LK,8
DELTA JUNCTION,6
EASTPORT,11
FORT BLISS,3
ORAN,14
VEST,1
PRINCETON JUNCTION,57
VIERA,13
RAINBOW CITY,26
72 IMTTG,1
CHANDLER,1738
BAY HARBOR ISLANDS,33
SWAYZEE,5
REDWOOD VLY,1
NEW BADEN,12
PERRY PARK,1
OCEAN GROVE,8
NEPTUNE CITY,21
CITRUS RIDGE,1
LOXAHATCHEE GROVES,4
SWANZEY,15
PORT LABELLE,1
ELK RAPIDS,5
COUNTRYSIDE,27
CRESBARD,2
GRAPELAND,19
HOWARD LAKE,14
PACIFIC JUNCTION,1
REDMOND,376
MC INTIRE,1
RANCHOS DE TAOS,7
WARNER SPRINGS,9
HINTON,20
BENNET,6
VICTOR,63
CURRYVILLE,3
HELENA,199
LOOMIS,69
SUNFIELD,3
WAUCONDA,52
THOMPSON FLS,2
FLATONIA,3
WEST ELKTON,1
VINTON,90
COBB,11
DRESDEN,25
GRINDSTONE,4
HACKETT,4
N HUNTINGDON,5
WHITEWOOD,12
RED LAKE,1
PINE ISLAND,16
POMPTON PLAINS,28
BRAIDWOOD,24
MOHAWK,16
PAUL SMITHS,1
HORSE CREEK,1
LUCAN,1
ORICK,1
BELLAVISTA,1
DUNKIRK,67
LAKE ARTHUR,9
LUCAS,36
SMITHVILLE FLATS,1
THORNDIKE,1
SHINER,11
WKJHWI,1
MOCKSVILLE,39
SOUTHWEST HARBOR,2
DREW,7
KEEZLETOWN,1
MILWAUKEE,1525
SIMMESPORT,5
DENAIR,31
CEDARHURST,12
WELLTON,23
BABSON PARK,25
ECLECTIC,18
LEE,26
PARIS,262
TENN COLONY,1
FORSYTH,66
OREM,373
ROSE CREEK,1
THREE RIVERS,60
ROCK CAVE,3
DESERT HOT SPRINGS,158
REEDS SPRING,24
JOHNS ISLAND,166
EXCELSIOR SPRINGS,50
SEFFNER,175
WAHOO,10
LEO,10
SOUTH EASTON,15
ALLISONIA,1
WEST KILL,3
LK PROVIDENCE,2
SHOW LOW,108
NEWFANE,9
WAWINA,2
LEX,1
VINE GROVE,48
LYONS,123
REEDSVILLE,25
CRANE HILL,15
FT COLLINS,1
BRANTLEY,6
OLYMPIA FIELDS,10
MOBERLY,43
NOEL,6
TUCKASEGEE,1
SMOAKS,7
KARNACK,7
COPALIS CROSSING,2
LEAKESVILLE,5
CAMANO ISLAND,57
GEDDES,4
EDDYVILLE,24
NEW RICHLAND,6
SAN FERNANDO,78
BLYTHEVILLE,34
CODY,40
NEW OXFORD,23
BROWNELL,2
NIVERVILLE,4
CLARENDON HILLS,20
MISSION VEIJO,1
JOINT BASE MDL,1
SANTA ANA,676
RUSSELL SPRINGS,16
MACEO,3
TAMIMENT,4
ATCHISON,45
LEXINGTON PK,15
NAUBINWAY,3
ROBERTSDALE,54
CUYAHOGA FALLS,130
BRYANT,57
RODMAN,1
SUMMIT,96
SAINT DAVIDS,2
ANNVILLE,29
LAYTONVILLE,6
LESTER,9
TYNGSBORO,14
LITTLE NECK,35
SAINT AUGUSTA,15
BROOMES ISLAND,3
NORTHPORT,155
PELHAM,141
PRAIRIEVIEW,1
MARLBORO,89
RIVER GROVE,31
SENOIA,73
MILWAUKIE,134
RINGGOLD,156
LIVERMORE,383
YORK NEW SALEM,1
LA FOLLETTE,48
PERKIOMENVILLE,11
IDAHO SPRINGS,10
ROXBOROUGH,1
CHELAN,21
INDIAN TRAIL,124
FRANKLIN GROVE,2
CENTER LINE,20
RIO LINDA,76
CEDAR BLUFF,24
DEER RIVER,13
SELBY,3
MT ZION,15
LEVAN,4
MEREDITH,16
PARON,3
WAUPACA,17
AZTEC,35
RETSOF,1
CARLYLE,17
DEER ISLAND,7
RARDEN,2
OREFIELD,19
BREVARD,31
SIERRAVILLE,1
SOUTH SALT LAKE,29
WAUSAUKEE,1
PATAGONIA,8
BIRCH TREE,4
TONASKET,18
FORKSTON TOWNSHIP,1
WINTHROP HBR,7
EURE,2
HARNED,3
MARQUETTE HTS,1
POWNAL,11
BLAIRSVILLE,108
HERNANDO BCH,1
RIVER FOREST,29
HARBOR SPGS,9
SHAWNEE HILLS,1
OCEAN SHORES,36
TREYNOR,1
SAG HARBOR,19
KLAMATH,10
PALM COAST,1072
SILVERWOOD,5
PANGUITCH,8
LAKEHEAD,4
WAGON MOUND,1
COTTAGEVILLE,14
STICKNEY,20
CENTER LOVELL,1
RIO VISTA,99
RED LODGE,17
GUNTOWN,14
COLT,6
LAIRD,1
SHUNK,2
COLP,1
COLO,3
LAKE VILLA,80
N WILKESBORO,4
FULTON,172
HICKORY CRNRS,1
NORTH FORK,23
NORTH LAUDERDALE,143
VERMILION,45
CHADDS FORD,36
GRIFTON,14
PRAIRIE LEA,1
BOLTON LNDG,1
COMO,23
ORRSTOWN,3
MACON,513
PISECO,1
THORP,4
SURFSIDE BEACHS,1
PHENIX CITY,160
NEWPHILADELPHIA,1
PARK RIVER,2
SEVERY,3
LOA,1
NEWTON HIGHLANDS,3
DEPOE BAY,13
BLUFF DALE,6
BOTKINS,3
MONTGOMRY VLG,10
SMITHFIELD,188
DERUYTER,1
YOLO,3
LOX,1
GRANITE CANYON,1
WILLOW RIVER,6
SHELBINA,7
CAMP SHERMAN,2
MOHALL,4
DODGEVILLE,19
NOME,5
WALL TWP,1
GWINNER,3
TWN AND CNTRY,1
BEDFORD HEIGHTS,23
PORT TOBACCO,3
GATLINBURG,42
CASSADAGA,2
HOFFMAN ESTATES,207
ELLWOOD CITY,35
WHITE OAK,31
EMLENTON,8
BRIGGSVILLE,3
COOL,48
COOK,9
RHINEBECK,21
HECKER,1
ORION,6
OAKTON,55
N SMITHFIELD,1
VARNEY,1
KAPAA,12
HARPURSVILLE,7
OPELIKA,107
SPRINGFIELD,2227
ENGLEWOOD,940
EGG HARBOR TWP,9
MUSKOGEE,120
COQUILLE,16
TYNDALL,2
NEW HAMBURG,2
CALION,1
OHATCHEE,11
BROWNWOOD,83
FUQYAY VARINA,1
BESSEMER CITY,21
PALOS VERDES PENINSULA,6
COPE,5
CORE,2
THELMA,2
OTTSVILLE,2
BERNARDSTON,3
LEONIDAS,3
NAPANOCH,4
HEMET,484
PEVELY,36
NASHVILLE,1660
ORIENTAL,16
LANOKA HARBOR,39
GILTNER,1
LAMBERTON,2
NORA,1
ALBERT LEA,64
FARMERSBURG,11
VAN HORN,1
BUCKNER,24
DARDEN,3
VENTRESS,8
CHATTAHOOCHEE,15
SAFETY HARBOR,154
FAIRMOUNT HEIGHTS,1
LAHASKA,1
UNION STAR,1
POLKTON,4
AMSDEN,1
LEVIS,1
CHRISTIANA,53
WASHINGTON PARK,1
JOINT BASE LEWIS MCCHORD,9
SUWANNEE,5
NORTH CHICAGO,35
ADAMSVILLE,304
CANYON CNTRY,27
CORN,1
POWDERLY,11
TALMAGE,2
BRANSON WEST,5
NEW STRAITSVILLE,2
WABBASEKA,1
RAWSON,2
HAYDEN LAKE,2
BROOKFIELD,355
CASTINE,5
FORT GAINES,10
SOUTH RICHMOND HILL,23
THENDARA,2
CARSONVILLE,5
SLAUGHTER,5
FLORIN,1
REMSENBURG,5
GRANDFIELD,1
LAKE LOTAWANA,8
SOUTH HUTCHINSON,12
LIND,2
NOTI,3
ELBERFELD,7
FISHERS,342
TIE SIDING,2
SANTA ROSA VALLEY,14
LINN,10
ROWLAND,16
GILMANTON IRON WORKS,2
98 MBNVT,1
BEAVER CITY,1
MACKSVILLE,2
NORW,1
YORK,579
BLACKWOOD TER,3
LILY,5
KAUKAUNA,41
SEVERN,157
PELICAN LAKE,2
BOLIVAR PENINSULA,1
TWINING,1
LIMA,190
SELLS,1
GLASCO,2
PARKERS PRAIRIE,1
SELMA,197
MANDAREE,2
WEST ALLIS,149
NORTH BAY VILLAGE,43
COVE,20
GOTHENBURG,13
NOVA,6
SHERRODSVILLE,4
PAYETTE,20
NOVI,176
SULLIVANS ISLAND,10
HIGHLAND SPRINGS,10
GLENOLDEN,50
HODGKINS,5
MC NEIL,1
MOODY,48
WING,1
HORNBROOK,6
WINK,1
SUNRAY,9
EVERGLADES CITY,9
FAYVILLE,2
TOLLAND,50
DARLINGTON,90
BARTOW,210
ODENTON,116
GURNEE,122
BARTON,17
MALAKOFF,18
S RICHMOND HL,8
WINN,1
WOONSOCKET,25
LA HARPE,6
AMARILLO,794
BRYAN,278
JETMORE,3
OWASSO,192
BON SECOUR,4
DEDHAM,41
NEW KENT,17
COILA,1
MATTAWANA,1
HADDON TOWNSHIP,52
WAINSCOTT,3
BELL BUCKLE,14
BOOTH,11
SOUTH CHESTERFIELD,63
KILL BUCK,1
POMONA,395
MOUNT NEBO,4
OLD FORGE,26
ORCHARD PARK,71
CHINQUAPIN,6
EAGLEVILLE,42
MALCOLM,5
HARTSDALE,26
SAN LEANDRO,355
CHISHOLM,20
HUBER HEIGHTS,61
MANZANOLA,3
NEWTONSVILLE,2
CASTLE PINES,58
WALHALLA,28
DUNCAN,149
HOLLY,61
CROW AGENCY,2
BLOSSBURG,3
DEANSBORO,1
NEW CARROLLTON,35
ADAMS CENTER,1
MINE HILL,19
MOUTH OF WILSON,4
OREGONIA,6
BLUM,2
PORT ORANGE,470
FSDFSF,2
SHELBY GAP,2
TUALATIN,66
DONIPHAN,25
MOWEAQUA,8
WISE,14
CASTLE SHANNON,3
AMORY,30
MELLEN,2
SHELDON,25
ST MATTHEWS,8
KNOXVILLE,1277
FAR HILLS,7
QUINLAN,69
IRONS,10
HAZLET TOWNSHIP,10
EDENTON,29
EKRON,7
SHAFTSBURY,6
OAK POINT,30
COHOES,37
ELK RIVER,128
OIL CITY,29
MERNA,1
KINGVALE,1
DESTIN,319
GAGES LAKE,3
WIRT,1
GREENFIELD TWP,1
SAINT REGIS FALLS,1
WALLINS,1
OAK LAWN,182
CRANBERRY,1
MIDDLEBURY,61
SOUTH PRAIRIE,2
SAINT JOHN,107
MARQUEZ,7
SANDY LAKE,5
WALLING,4
MANCHESTER BY THE SEA,5
SAINT AUGUSTINE BEACH,7
GWINN,11
PUNXSUTAWNEY,8
W HAMPTON BCH,1
WOODLADN HILLS,1
UCON,1
WALDPORT,14
DRIPPING SPGS,27
HOLUALOA,4
OLATHE,490
BOISE CITY,5
IDLEYLD PARK,2
JHFJDH,1
WALCOTT,5
DERTYUI,3
POLLOK,6
CALMAR,1
CAMARILLO,289
NORTH PLATTE,81
COALINGA,57
AUSTINTOWN,30
COPPER MOUNTAIN,1
LK PEEKSKILL,1
EAST RANCHO DOMINGUEZ,1
LUZERNE,6
LAC DU FLAMBEAU,9
NIXON,3
STONE HARBOR,14
WATERVILLE VALLEY,3
MIDDLEBURG,331
GAZELLE,1
GILBOA,7
WITT,3
FORT GARLAND,3
LAKE RONKONKOMA,16
NEHALEM,6
BRETHREN,2
JAMES CREEK,4
LONG IS CITY,3
NEELYVILLE,2
ROSEBUSH,2
HANNASTOWN,1
CELIA,1
MC NEAL,5
WEST LINN,79
BOONE,93
MAYBROOK,6
KARLSRUHE,1
GRANDY,6
HADDON HEIGHTS,21
SOLAN,1
ROSEBURG,104
LOWGAP,4
DORSET,7
DEBARY,171
ROBBINSTON,1
AZUSA,140
BERRY,14
MAN,1
NORDMAN,1
BELLE MEAD,40
LAVELLE,1
MC QUEENEY,4
MAY,5
CHIMNEY ROCK,2
MAX,4
MEROM,1
DORSEY,5
INDIAN RIVER,9
SHIOLH,1
STARKE,49
HUNTS POINT,1
GLORIETA,4
STETSON,2
TISKILWA,5
WOOLWICH,2
PORT MANIFIELD,1
COFFEE SPRINGS,1
STARKS,9
FERRYVILLE,5
PINE KNOT,4
WHITEVILLE,31
NORTH STAR,1
MONROEVILLE,124
SOUTH SHORE,5
COUNTRY CLUB HILLS,55
GRANBY,44
DINGMANS FRY,7
LENGBY,2
NORDLAND,5
MCKITTRICK,2
BONNIEVILLE,2
HYPOLUXO,32
FARMLAND,4
WEST BRATTLEBORO,1
OSCO,1
BELINGTON,7
WEST YORK,11
CAMP POINT,6
ECHO LAKE,1
PENNGROVE,19
HASKINS,3
MOORE,263
VENETIA,37
QUINLIN,1
BALLANTINE,4
VENETIE,1
ROUGEMONT,11
RIPTON,1
CLIFTON FORGE,11
EAST BERNE,2
KENTS STORE,3
WEWOKA,9
STONEY BEACH,3
ETLAN,1
FREDERIC,17
DOWAGIAC,30
MOHEGAN LAKE,11
PRATTVILLE,114
BONIFAY,42
BERNE,9
KENTWOOD,80
SOUTH HOUSTON,33
SLOANSVILLE,5
REEDSBURG,17
HOLGATE,1
ROCKWELL CITY,8
LINCOLN UNIVERSITY,24
FOMBELL,3
ESKRIDGE,1
MAPLEWOOD,167
ADMIRE,1
CHINO VALLEY,80
HALF MOON BAY,66
BASS HARBOR,2
REEDLEY,72
MOUNT KISCO,17
STROMSBURG,5
SHADY HILLS,3
FOSSTON,6
TWIN BRIDGES,6
ABERNATHY,10
CHULA,4
GOODVIEW,15
WALDRON,20
ONANCOCK,13
ARROYO SECO,3
HARLINGEN,209
ANCRAM,2
HARPER WOODS,49
KRAKOW,2
CHESTERFIELD TOWNSHIP,1
OTISVILLE,25
KULPMONT,4
SEDALIA,153
HILLIARD,223
COLUMBIA X RD,1
OSCEOLA MILLS,6
DRAPER,176
BRUMLEY,5
N SIOUX CITY,2
MONO HOT SPRINGS,1
IDLEWYLDE,7
LOWNDES,1
FORT DETRICK,1
PHILA,161
PILOT,3
SAUNDERSTOWN,6
LAKE FREDERICK,11
GARWOOD,18
CLIFFSIDE PK,4
OCRACOKE,6
WALES,23
PHILO,11
RODNEY,3
SUNBURY,81
ST ANTHONY,3
VARNA,7
COLUMBIA STA,6
VLHRMOSO SPGS,2
WALDO,22
WINDSLOW,1
BEARCREEK,1
WEST MEMPHIS,47
SANGER,210
THOMASVILLE,219
WARRENVILLE,68
RUSHSYLVANIA,4
MIO,18
SEMMES,86
FRUITDALE,1
CABIN CREEK,1
MORENO VALLEY,727
LAKE VIEW TERRACE,4
SOUTH PASADENA,147
WONDER LAKE,44
AJAX,1
OSLO,1
MINSTER,7
PRESCOTT VALLEY,216
ORRS ISLAND,3
CAMPTON HILLS,14
GLEN POOL,1
WILMERDING,3
LAKE HAVASU CITY,415
SEBRING,496
MONTE SERENO,22
CABOOL,18
ZWOLLE,10
GALVESTON,264
EDMOND,626
PLEASANT GROVE,106
BRISBIN,1
SOUTH AMHERST,2
ALLEN,634
JERSEYVILLE,29
KEWADIN,2
BIG ROCK,10
BALDWIN PLACE,3
GABRIELS,1
URICH,3
MUNDS PARK,20
COMANCHE,30
SPRINGFLD TWP,1
BOODY,2
EASTVALE,287
FRUITHURST,4
RIXFORD,2
N TAZEWELL,4
POQUONOCK,1
SPOKANE VLY,6
FLINTVILLE,12
SAINT JO,1
MERRILLVILLE,155
TENNENT,1
RIEGELWOOD,5
BEREA,109
MILTON,897
NATCHITOCHES,38
COALVILLE,14
CLIFTON HEIGHTS,48
HOOKERTON,4
PR DU SAC,3
GRAPE CREEK,2
PINEVILLE,131
CLINCHCO,1
NUTLEY,91
CORAL SPRINGS,663
MECHANIC FLS,2
NEWCASTLE,136
CASTLETON ON HUDSON,5
NEODESHA,9
SHATTUC,2
URIAH,5
ARGUSVILLE,2
RATLIFF CITY,3
VENTNOR CITY,67
CHALFANT VALLEY,1
HARMAN,1
GLASTONBURY,120
STEPHENTOWN,3
GREENWOOD SPRINGS,1
HAPEVILLE,16
TWO HARBORS,35
PFAFFTOWN,30
HILTONS,2
CONRATH,1
RICHWOODS,2
SKIATOOK,53
EAST GREENBUSH,19
ERLETON,1
BOTHEL,1
TY TY,3
WEST SENECA,78
IRON BELT,1
NORMANDY,7
FREDONIA,51
PRESTON,64
SO JORDAN,1
WASHINGTON COURT HOUSE,59
NELSON,11
NEW PRESTON,2
INDIAN SPRINGS,7
ST MARYS,1
LYNDEBOROUGH,2
HOPE HULL,11
LOMIRA,6
BOYNTON,3
DILLSBURG,60
AGENCY VILLAGE,1
FALL RIVER,94
BEVERLY HILLS,392
HILMAR,25
SHIPSHEWANA,9
REXVILLE,2
FORT CALHOUN,6
ECONOMY,2
LIBERTY LAKE,35
SECTION,7
CAMDEN WYO,5
BURKEVILLE,8
MCCONNELSBURG,1
PACIFIC PLSDS,27
MARKLEEVILLE,4
DALTON CITY,3
SMOKE RISE,3
FARMINGTN HLS,1
LUDLOW,47
KINSLEY,16
CADDO MILLS,53
MONTALBA,6
STONE MOUNTAIN,422
COVE CITY,4
NEW CANTON,7
NORTH HALEDON,27
DE GRAFF,9
HAZELHURST,5
LUCILE,1
DR POMPANO BEACH,1
CHELMSF,1
CROPSEY,1
GRANTS,21
LOMITA,65
LOWNDSBORO,1
WALLS,17
HARVEYS LAKE,9
CASA GRANDE,430
THREE SPRINGS,5
VALLEY MILLS,9
CENTRAL,34
RANSOM CANYON,8
POMARIA,4
TROUP,24
LITTLE BIRCH,1
WEISSPORT,1
ROSE CITY,5
SAINT AMANT,39
TROUT,4
CLINTONVILLE,13
SEABROOK ISL,1
WILLOW SPRINGS,26
GLEN ALLEN,203
NORTHVALE,18
COFFEE CITY,1
HARMON,1
LELAND,175
MERRIMAC,14
FABIUS,4
BROOKSIDE VL,1
HOMER,75
MUMFORD,1
TABB,2
DRAKESBORO,4
BECCARIA,1
POMPTON LAKES,48
BOMOSEEN,3
TOMAHAWK,27
GILMORE CITY,1
WINFIELD PARK,1
BRIDGEWATER,154
TOPPENISH,24
MORELAND,7
DUXBURY,23
MASON CITY,58
HEATHROW,9
BOGART,24
BISHOP,69
DEERFIELD,150
LAKESIDE MARBLEHEAD,17
LOOKOUT MTN,2
BROOKTONDALE,4
ELKHART,276
BEE SPRING,1
FLANAGAN,4
TIMONIUM,5
BOGATA,5
BRIDGEHAMPTON,1
WALLA WALLA,68
SHIREMANSTOWN,6
HEPPNER,6
ORMSBY,1
CHATHAM TWP,3
CHURCH ROAD,4
MCCORDSVILLE,54
GREAT NECK,85
FALLSBURG,2
SOLANA BEACH,46
BONANZA,9
SOUTH OGDEN,16
REINHOLDS,11
UNION CHURCH,1
BENAVIDES,3
MILILANI,39
HADDAM,8
HEATHSVILLE,17
ETOWAH,39
NEWHEBRON,3
AMERICAN CYN,8
GREEN CV SPGS,41
TRONA,6
GLEN ALLAN,2
ST LOUISVILLE,2
WEST COLUBMIA,1
HADAR,1
VAUGHAN,2
GREENFIELD CENTER,7
PLACITAS,34
ROCKTON,48
MC GRAW,2
MULDOON,1
TATAMY,3
BAISDEN,1
RANDALLSTOWN,92
TAFT,70
CENTRAL BRIDGE,2
LAMAR,88
BEAR LAKE,5
POINT LOOKOUT,5
MOREAUVILLE,6
HAZELWOOD,76
HULETT,3
NORTH WEYMOUTH,3
HONOMU,1
BLAKESLEE,25
SAND COULEE,2
FOREST,96
BROGUE,4
MELBOURNE VLG,1
RICHFLD SPGS,2
IRASBURG,1
NERSTRAND,2
EREWREW,1
PORTLAND,2664
SOLON,96
RUNAWAY BAY,7
PIERRON,1
RYE BROOK,13
ANDERSON,697
EAST AURORA,48
JERRY CITY,1
STILLWATER,248
LA VILLA,3
MURRAY CITY,1
CEDAR POINT,5
BOGALUSA,66
ESPANOLA,18
TARENTUM,22
CENTRAL VALLEY,8
REBERSBURG,1
BRIMSON,1
LOS INDIOS,2
LUMBERPORT,3
MORAGA,89
BEAVER SPRGS,1
CLERMONT,746
IDEAL,5
CHARLEROI,44
GREEN RIVER,18
MANITOU,3
NORTH PALM SPRINGS,1
YARMOUTH PORT,10
ROSSFORD,21
CATAWISSA,18
LINDRITH,2
KENT LAKES,2
NEW PALESTINE,43
MOUND BAYOU,4
DUBACH,7
SCOTTVILLE,8
MARSHALLTOWN,61
ELK GROVE VILLAGE,97
TIDIOUTE,4
EAST GRAND FORKS,20
BELLVILLE,43
WEST WILDWOOD,2
LEMONT FURNACE,7
TUCKERTON,15
CHESTER GAP,2
THOMPSONVILLE,12
DUNDEE,90
MULLENS,1
LINKWOOD,1
VIOLET HILL,2
YOSEMITE NATIONAL PARK,8
NESQUEHONING,8
YEOMAN,1
LAVEROCK,2
LITCHFIELD PARK,227
POWELLS POINT,4
CHENOA,8
S PALM BCH,7
NAVARRE,477
SANDYSTON,10
CURTISS,1
ORCHARD BEACH,5
EDENBURG,1
DODGE,3
MIAMI GARDENS,370
INWOOD,29
ALGODONES,4
ROCKDALE,32
FARNHAM,3
NAVARRO,1
OBLONG,7
LEFORS,2
CALABASH,45
SAN GREGORIO,2
CRYSTAL BEACH,35
SCITUATE,26
SOLOMON,8
MORADA,1
COTTON VALLEY,4
TAMARACK,2
34952,2
GAYLESVILLE,3
BIG PINE,5
BLOUNTSTOWN,34
LAKE KIOWA,8
ROCKSPRINGS,5
SOCIAL CIRCLE,35
ELLENBURG CENTER,4
FORT PIERRE,6
GOODMAN,19
NORTH BOSTON,1
FALFURRIAS,8
CELESTE,6
BRANDON,823
LA CANADA,18
MCKEE,6
NORMANDY BEACH,1
NIWOT,19
KIHEI,25
BLOOMINGSON,1
READING STATION,2
BUCKVILLE,1
HAZLETON,62
BELLE FOURCHE,21
MOLALLA,38
WEST COVINA,290
MC BAIN,7
LANGSTON,4
CENTRE HALL,9
POTOMAC FALLS,6
N RIDGEVILLE,26
COLUMBIA,1951
NORTH ADAMS,14
ORANGE BEACH,115
DUNDAS,4
HUMAROCK,1
SANDBORN,1
TIERRA MARILLA,1
OAKWOOD,84
BEEVILLE,43
LANSDALE,144
MCDERMOTT,1
GALES CREEK,2
WARDNER,1
KELLYVILLE,9
DRIGGS,10
FOX RIVER GROVE,22
CAPE MAY,63
PLEASANT VLY,5
BARRACKVILLE,3
EGG HARBOR,5
ELK GROVE,1034
GRAMERCY,14
MCKENNA,1
WANAKENA,1
PINE BUSH,22
CLIFFORD TOWNSHIP,6
HEALDTON,8
FOX LAKE,41
ROWENA,4
TOPEKA,464
TRACYS LNDG,1
AERIAL ACRES,1
TYRONE,65
CRYSTAL RIVER,181
MOUNTAIN GREEN,10
MAYNARD,18
NOLANVILLE,21
AMITE CITY,1
POLLOCKSVILLE,2
COMMERCE CITY,255
SUNSET,59
THOUSAND OAKS,439
PALMYRA,221
TAMA,9
OZARK,194
MONEE,36
HENRY,16
MARINE ST CRX,4
EXCLSOR SPRGS,3
ACAMPO,31
SWAIN,1
ARMSTRONG,6
EWEN,1
HUTCHINSON ISLAND,63
LARCHWOOD,4
CALLAO,6
LEWISTON,185
IBERVILLE,1
ASHBURN,460
FANNIN,1
SNEADS,17
RIVERHEAD,33
CARRABASSETT VALLEY,2
BAGGS,4
WHITMIRE,12
TCHULA,2
SNEADS FERRY,78
PORT BARRE,12
OKEENE,2
PATON,2
SYLVIA,1
BAXTER SPGS,4
CANANDAIGUA,51
ROUGH READY,1
BATCHELOR,2
LIBBY,22
TUSKAHOMA,3
ISABELLA,5
SOUTH ORLEANS,1
TAOS,29
BOSTON HEIGHTS,1
CEDAR FORT,1
DICKEL,1
HIGHLAND FLS,3
